Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-01-04,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-01-05,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-01-06,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-01-07,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-01-10,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-01-11,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-01-12,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-01-13,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-01-14,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-01-17,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-01-18,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-01-19,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-01-20,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-01-21,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-01-24,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-01-25,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-01-26,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-01-27,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-01-28,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-01-31,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-02-02,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-02-03,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-02-04,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-02-07,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-02-08,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-02-09,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-02-10,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-02-11,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-02-14,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-02-15,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-02-16,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-02-17,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-02-18,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-02-21,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-02-22,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-02-23,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-02-24,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-02-25,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-03-01,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-03-02,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-03-04,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-03-07,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-03-08,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-03-09,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-03-10,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-03-11,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-03-14,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-03-15,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-03-16,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-03-17,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-03-18,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-03-21,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-03-22,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-03-23,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-03-24,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-03-25,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-03-28,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-03-29,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-03-30,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-03-31,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-04-01,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-04-04,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-04-05,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-04-06,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-04-07,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-04-08,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-04-11,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-04-12,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-04-13,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-04-14,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-04-18,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-04-19,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-04-20,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-04-21,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-04-22,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-04-25,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-04-26,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-04-27,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-04-28,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-05-09,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-05-10,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-05-11,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-05-12,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-05-13,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-05-17,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-05-18,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-05-19,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-05-20,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-05-23,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-05-24,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-05-25,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-05-27,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-05-30,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-05-31,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-06-02,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-06-03,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-06-06,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-06-07,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-06-08,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-06-09,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-06-10,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-06-13,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-06-14,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-06-15,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-06-16,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-06-17,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-06-20,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-06-21,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-06-22,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-06-23,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-06-24,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-06-27,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-06-28,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-06-29,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-06-30,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-07-01,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-07-04,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-07-05,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-07-06,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-07-07,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-07-08,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-07-11,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-07-12,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-07-13,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-07-14,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-07-15,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-07-18,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-07-19,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-07-20,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-07-21,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-07-22,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-07-25,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-07-26,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-07-27,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-07-28,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-07-29,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-08-01,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-08-02,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-08-03,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-08-04,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-08-05,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-08-08,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-08-09,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-08-10,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-08-11,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-08-12,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-08-15,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-08-16,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-08-18,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-08-19,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-08-22,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-08-23,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-08-24,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-08-25,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-08-26,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-08-29,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-08-30,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-08-31,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-09-01,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-09-02,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-09-05,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-09-06,222.000000,222.000000,222.000000,222.000000,222.000000,0
2022-09-07,222.000000,222.000000,222.000000,222.000000,222.000000,0
